station_id,Prim_key,year,month,day,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13,h14,h15,h16,h17,h18,h19,h20,h21,h22,h23,h24
3,4710,2007,11,25,35,35,35,36,35,31,31,31,33,38,43,45,45,48,50,50,48,44,43,43,42,44,45,46
3,4711,2007,11,26,47,48,48,49,49,49,49,48,49,50,51,53,54,56,56,57,58,57,61,62,64,64,65,64
3,4712,2007,11,27,64,64,64,64,62,61,60,59,58,57,54,55,56,54,54,53,51,48,46,39,38,36,38,37
3,4713,2007,11,28,43,42,45,43,41,37,38,39,39,40,41,42,43,44,44,43,44,40,33,35,34,33,31,31
3,4714,2007,11,29,31,29,29,28,28,31,32,38,42,45,47,50,51,53,56,57,56,52,42,43,41,43,43,40
3,4715,2007,11,30,42,40,38,38,36,35,33,35,34,38,40,42,43,46,46,46,45,39,37,34,32,36,30,27
3,4716,2007,12,1,28,27,32,28,30,33,38,37,36,39,41,41,42,42,42,41,41,38,37,36,36,35,35,34
3,4717,2007,12,2,34,34,35,34,33,33,34,34,36,38,40,43,44,46,47,47,47,46,45,44,45,46,47,49
3,4718,2007,12,3,51,51,51,53,52,51,51,51,51,53,53,51,49,46,45,44,42,41,41,40,40,38,37,37
3,4719,2007,12,4,37,36,36,35,34,34,34,34,34,34,34,35,38,38,39,39,38,35,35,32,31,31,31,31
3,4720,2007,12,5,29,27,25,22,23,24,23,26,26,28,31,32,30,30,31,31,32,32,32,32,32,32,31,31
3,4721,2007,12,6,29,29,28,27,26,26,23,23,23,24,25,27,28,29,30,30,31,28,26,24,23,22,17,18
3,4722,2007,12,7,16,14,14,16,18,19,20,25,27,29,32,35,36,37,37,37,37,35,36,36,36,37,37,37
3,4723,2007,12,8,36,37,37,37,36,37,37,37,38,39,40,42,44,44,45,46,46,44,39,38,35,34,31,33
3,4724,2007,12,9,34,33,36,39,40,40,39,39,40,41,42,43,45,46,45,45,45,45,43,41,40,40,40,41
3,4725,2007,12,10,41,47,48,47,47,46,45,44,44,45,48,52,52,54,55,54,53,51,49,48,47,47,46,46
3,4726,2007,12,11,46,45,45,44,44,43,44,44,44,44,45,46,47,48,48,49,49,49,49,50,50,50,51,50
3,4727,2007,12,12,51,51,51,53,54,54,54,57,58,61,61,61,63,65,63,60,57,55,53,53,52,49,47,46
3,4728,2007,12,13,45,44,43,41,41,39,39,40,41,42,43,43,43,43,43,44,43,39,39,40,39,39,38,38
3,4729,2007,12,14,37,36,37,37,37,37,37,37,37,39,40,42,45,46,48,48,48,43,40,37,37,39,35,30
3,4730,2007,12,15,29,29,31,32,32,32,31,34,34,36,36,38,39,39,40,40,41,41,41,41,41,42,43,43
3,4731,2007,12,16,44,45,47,48,52,52,52,53,53,50,49,48,48,45,44,44,44,44,44,42,40,37,36,35
3,4732,2007,12,17,35,33,33,33,33,33,33,33,34,36,37,39,39,40,40,39,39,37,34,31,31,31,28,28
3,4733,2007,12,18,27,25,26,26,25,24,24,23,24,30,33,35,36,38,40,40,40,37,34,33,34,32,29,29
3,4734,2007,12,19,28,29,31,33,34,34,35,36,36,39,41,44,44,45,44,44,44,43,42,41,39,36,32,32
3,4735,2007,12,20,29,29,27,27,27,29,30,29,31,36,40,43,44,45,46,46,44,40,34,32,30,31,29,27
3,4736,2007,12,21,30,30,30,34,35,34,34,38,38,40,42,43,45,45,45,45,45,44,43,44,44,44,43,42
3,4737,2007,12,22,42,41,42,42,41,41,41,41,43,45,46,47,49,50,50,49,48,47,46,46,46,46,46,46
3,4738,2007,12,23,46,47,47,47,50,51,51,51,51,54,54,57,58,59,59,60,59,60,58,58,56,58,58,56
3,4739,2007,12,24,53,49,46,42,39,36,37,35,33,41,44,46,48,50,49,50,50,48,46,41,41,38,38,40
3,4740,2007,12,25,40,37,38,38,41,40,39,41,39,38,44,45,46,47,48,46,46,44,39,34,32,32,29,30
3,4741,2007,12,26,29,29,30,30,35,33,36,38,40,42,42,42,40,39,39,40,39,38,38,39,39,38,37,37
3,4742,2007,12,27,38,38,37,37,37,37,37,38,39,39,41,43,46,48,49,49,48,46,40,36,37,35,32,31
3,4743,2007,12,28,32,31,31,30,30,29,29,29,30,36,44,48,49,49,48,48,48,47,46,46,48,48,47,48
3,4744,2007,12,29,50,54,56,56,57,58,57,57,57,54,51,52,53,53,53,52,52,51,49,47,47,46,44,43
3,4745,2007,12,30,41,41,40,39,39,36,35,36,38,40,43,44,44,44,43,42,42,41,41,42,42,42,42,43
3,4746,2007,12,31,42,40,39,39,38,37,35,36,37,41,44,47,49,50,50,50,49,46,38,36,38,35,32,34
3,4747,2008,1,1,34,36,32,36,36,38,39,39,40,45,50,51,52,52,51,51,49,46,43,42,40,38,37,35
3,4748,2008,1,2,35,35,34,33,33,31,30,30,30,30,30,31,32,34,35,35,33,31,31,30,29,28,27,26
3,4749,2008,1,3,25,24,22,22,22,21,21,20,21,24,25,27,27,29,29,29,28,27,24,22,19,17,17,14
3,4750,2008,1,4,15,14,14,14,13,13,13,14,16,25,31,34,36,37,38,38,37,33,32,29,31,29,29,30
3,4751,2008,1,5,26,25,25,25,28,29,24,24,25,31,37,39,43,42,42,41,41,39,36,38,39,40,40,40
3,4752,2008,1,6,42,40,41,39,40,40,41,39,41,43,47,50,52,54,56,57,56,53,47,44,40,39,41,41
3,4753,2008,1,7,41,49,49,51,52,53,53,52,50,53,58,60,64,65,66,67,66,61,58,57,57,57,58,57
3,4754,2008,1,8,55,55,53,53,51,51,51,52,53,56,59,63,65,67,67,66,65,64,62,60,60,58,59,60
3,4755,2008,1,9,60,60,60,60,58,58,59,60,61,61,62,64,66,67,66,65,62,59,54,50,49,47,47,45
3,4756,2008,1,10,42,36,35,35,34,33,31,31,32,36,46,49,50,50,51,51,49,48,45,44,43,43,43,43
3,4757,2008,1,11,44,45,47,49,51,54,58,59,59,61,63,65,65,63,61,61,62,60,53,52,53,53,52,51
3,4758,2008,1,12,49,48,48,47,45,45,44,42,41,43,46,48,49,49,50,50,48,46,43,42,40,40,35,34
3,4759,2008,1,13,35,34,37,36,35,32,30,31,35,41,44,47,47,47,47,45,45,44,43,43,41,40,39,39
3,4760,2008,1,14,40,39,39,38,38,38,38,40,40,40,42,41,42,42,41,40,40,37,37,37,35,37,36,35
3,4761,2008,1,15,32,32,31,30,31,30,30,28,27,33,36,37,37,37,34,34,32,32,30,30,30,31,31,31
3,4762,2008,1,16,31,29,29,29,30,29,28,28,29,32,35,38,39,40,40,40,40,35,33,28,28,27,28,29
3,4763,2008,1,17,29,29,28,28,29,29,29,30,31,33,36,36,34,35,34,35,36,37,38,40,41,42,42,42
3,4764,2008,1,18,42,41,40,39,38,38,37,37,35,37,37,39,40,44,45,46,47,45,36,34,35,34,33,33
3,4765,2008,1,19,33,35,36,36,35,35,35,33,34,35,36,37,37,38,38,38,37,35,34,32,31,31,31,31
3,4766,2008,1,20,31,31,32,32,32,30,28,26,23,23,23,25,25,25,25,25,25,22,22,20,20,19,19,19
3,4767,2008,1,21,18,17,16,16,16,16,14,12,16,21,23,25,27,27,28,28,29,27,25,24,20,19,17,18
3,4768,2008,1,22,18,16,16,17,17,19,20,25,27,30,34,37,39,39,39,40,41,40,40,39,40,40,40,39
3,4769,2008,1,23,39,39,38,37,35,32,31,31,32,36,38,40,41,44,42,44,43,40,33,26,26,26,27,26
3,4770,2008,1,24,28,30,30,32,31,33,33,32,32,34,35,36,35,30,29,28,29,28,25,23,24,22,24,27
3,4771,2008,1,25,27,26,25,23,22,22,21,19,20,24,25,27,28,29,30,31,31,30,28,26,26,25,26,25
3,4772,2008,1,26,20,21,22,22,21,23,23,23,24,26,30,32,34,35,38,38,38,36,34,33,33,33,33,33
3,4773,2008,1,27,33,33,33,33,32,32,32,31,31,32,35,38,39,40,40,40,39,37,33,30,30,30,30,30
3,4774,2008,1,28,29,30,29,29,29,29,28,26,27,33,36,38,39,41,42,42,41,39,35,32,30,27,30,27
3,4775,2008,1,29,25,27,26,23,25,28,31,33,35,37,39,41,44,49,51,52,50,50,47,45,46,47,48,49
3,4776,2008,1,30,50,51,52,51,52,48,49,52,52,52,52,50,48,48,47,47,46,43,38,31,30,31,29,28
3,4777,2008,1,31,28,24,29,28,27,26,25,23,28,32,35,37,39,41,41,42,42,38,34,32,29,29,33,33
3,4778,2008,2,1,35,36,37,38,40,42,42,44,44,47,48,49,53,57,62,62,57,56,53,48,44,42,41,41
3,4779,2008,2,2,40,39,38,37,36,35,35,34,33,38,42,44,46,48,49,49,49,47,43,39,34,34,36,35
3,4780,2008,2,3,34,34,35,32,28,29,31,30,32,37,41,47,50,53,55,56,54,51,47,45,42,41,41,42
3,4781,2008,2,4,42,41,42,41,40,38,36,34,40,44,50,52,54,56,56,57,55,51,49,48,47,48,47,47
3,4782,2008,2,5,47,47,48,48,48,48,48,48,52,53,55,58,60,62,65,64,65,61,59,57,53,56,57,56
3,4783,2008,2,6,56,58,58,59,60,59,61,64,65,66,66,68,69,71,71,72,71,68,66,67,67,66,66,67
3,4784,2008,2,7,67,67,62,57,55,54,50,48,50,51,52,53,53,52,52,52,50,48,46,43,38,35,35,33
3,4785,2008,2,8,31,31,30,29,29,30,31,33,35,39,41,42,43,44,46,47,48,47,42,36,34,33,29,29
3,4786,2008,2,9,29,29,28,29,27,28,29,34,35,40,43,47,50,53,56,57,57,55,51,46,42,43,46,46
3,4787,2008,2,10,47,47,47,43,38,40,42,44,45,47,48,48,50,51,51,51,48,42,38,34,30,29,25,25
3,4788,2008,2,11,22,21,19,19,18,17,16,16,17,19,21,23,24,26,27,28,28,27,24,24,23,19,18,16
3,4789,2008,2,12,19,21,23,23,23,23,24,23,23,26,27,29,31,35,34,33,34,34,35,37,39,43,45,46
3,4790,2008,2,13,46,46,47,48,50,48,49,52,55,55,57,51,49,49,46,45,44,42,41,41,39,39,38,37
3,4791,2008,2,14,36,34,33,31,31,29,28,27,27,28,30,31,34,36,37,38,39,38,34,31,28,29,29,29
3,4792,2008,2,15,31,31,32,33,34,35,34,35,38,42,46,47,49,52,53,54,55,53,48,42,42,44,45,44
3,4793,2008,2,16,44,42,39,38,36,34,34,30,31,32,34,36,38,39,40,41,42,40,34,31,30,29,28,28
3,4794,2008,2,17,25,27,26,25,25,27,26,27,34,39,43,47,49,53,55,52,51,49,50,52,55,58,58,59
3,4795,2008,2,18,60,60,60,61,61,61,61,61,61,60,60,62,65,65,66,64,60,55,52,48,47,45,43,41
3,4796,2008,2,19,40,37,37,35,36,36,35,37,38,41,43,44,46,46,47,47,47,47,46,41,39,37,33,32
3,4797,2008,2,20,29,27,26,26,22,22,21,19,26,32,33,35,39,37,35,36,36,33,31,30,29,29,29,28
3,4798,2008,2,21,26,26,24,24,22,21,20,20,20,23,24,26,28,29,30,31,30,30,29,29,27,28,29,29
3,4799,2008,2,22,29,29,29,29,29,29,29,30,30,30,33,32,34,34,34,34,35,35,34,34,33,33,33,34
3,4800,2008,2,23,35,35,35,35,35,35,34,34,35,35,36,37,38,38,38,38,38,37,37,35,35,33,33,32
3,4801,2008,2,24,31,31,29,28,27,27,28,26,28,32,34,36,37,38,40,40,41,41,38,36,36,36,36,36
3,4802,2008,2,25,35,35,34,35,34,35,35,35,36,38,41,44,43,46,46,47,47,46,42,37,36,32,33,32
3,4803,2008,2,26,31,33,35,37,38,38,37,40,42,45,47,48,51,54,55,56,55,54,53,53,52,50,49,49
3,4804,2008,2,27,49,47,45,40,39,39,38,38,38,40,40,40,40,40,40,40,40,38,36,34,32,31,30,29
3,4805,2008,2,28,28,27,26,26,24,24,23,23,24,25,28,29,30,31,30,31,33,32,30,29,25,23,24,20
3,4806,2008,2,29,21,18,18,18,18,18,18,17,22,27,32,35,39,40,41,42,42,41,40,40,41,43,44,44
3,4807,2008,3,1,44,44,45,45,43,43,44,44,45,47,48,48,47,49,49,48,48,46,42,40,40,37,36,37
3,4808,2008,3,2,35,35,33,32,29,28,27,26,32,35,38,40,42,44,46,47,47,47,43,37,35,33,31,28
3,4809,2008,3,3,29,29,31,27,32,35,33,34,41,47,52,57,59,61,62,64,63,60,56,55,55,55,57,57
3,4810,2008,3,4,57,57,56,56,55,55,55,57,58,61,66,67,69,68,69,69,68,66,64,62,63,63,62,63
3,4811,2008,3,5,63,63,59,55,54,53,54,55,54,53,56,56,57,57,57,57,57,56,52,48,47,44,41,40
3,4812,2008,3,6,39,37,37,35,30,31,30,31,36,40,43,47,49,52,54,55,54,52,47,43,41,39,37,35
3,4813,2008,3,7,35,35,36,38,39,40,40,42,44,47,48,49,49,50,50,51,51,53,55,58,58,61,60,61
3,4814,2008,3,8,60,56,56,56,56,56,55,55,58,60,63,64,65,64,63,64,64,61,55,51,48,45,41,38
3,4815,2008,3,9,36,34,34,34,33,31,30,30,31,33,35,37,38,40,41,42,42,42,40,37,32,31,33,33
3,4816,2008,3,10,33,33,32,32,27,26,25,26,32,38,40,43,45,47,49,49,48,47,44,41,39,38,39,36
3,4817,2008,3,11,39,40,38,39,39,36,35,35,40,45,47,50,49,51,52,52,52,50,47,44,43,41,42,41
3,4818,2008,3,12,39,40,41,42,41,39,40,43,43,47,51,52,52,54,55,55,55,54,50,47,45,43,40,39
3,4819,2008,3,13,37,31,29,29,28,29,27,27,35,42,46,50,52,54,55,55,54,54,51,48,46,46,44,46
3,4820,2008,3,14,51,52,51,46,46,46,41,41,48,53,58,62,66,68,69,69,69,64,60,59,56,54,54,54
3,4821,2008,3,15,54,53,52,51,50,46,46,46,48,51,52,56,57,58,58,59,60,55,52,52,51,48,47,46
3,4822,2008,3,16,45,44,44,44,44,43,43,42,43,44,44,45,44,46,45,48,49,48,47,46,44,43,42,41
3,4823,2008,3,17,40,38,37,35,34,33,33,33,35,37,40,43,46,46,47,48,48,47,46,42,36,34,35,36
3,4824,2008,3,18,38,37,37,39,38,38,38,38,41,44,46,48,49,50,51,51,49,48,47,47,47,47,47,48
3,4825,2008,3,19,48,48,49,50,53,56,56,58,58,60,60,62,66,68,69,67,67,66,64,62,62,63,65,66
3,4826,2008,3,20,65,66,63,57,49,47,46,46,46,46,47,49,51,52,53,53,53,52,50,48,46,46,43,41
3,4827,2008,3,21,41,39,38,38,38,38,38,39,42,44,46,47,49,51,52,53,54,53,49,46,41,36,32,33
3,4828,2008,3,22,31,32,33,34,37,37,38,41,44,46,48,50,49,49,50,49,48,46,42,41,40,38,37,37
3,4829,2008,3,23,36,35,34,33,31,31,31,31,35,38,41,42,45,46,47,47,48,46,43,37,35,33,32,29
3,4830,2008,3,24,27,27,27,28,29,30,31,33,36,40,46,48,49,50,49,50,49,48,45,41,40,36,35,35
3,4831,2008,3,25,29,30,33,32,32,33,30,31,37,40,43,46,47,48,49,50,50,49,46,44,43,44,44,45
3,4832,2008,3,26,46,47,49,47,47,47,47,48,51,54,57,59,62,65,66,67,67,65,64,60,57,51,53,53
3,4833,2008,3,27,48,52,51,41,40,42,43,46,52,55,57,56,58,58,60,61,62,60,57,53,49,49,47,52
3,4834,2008,3,28,53,53,57,59,59,58,57,58,62,64,67,70,74,76,76,75,73,68,61,57,54,50,48,47
3,4835,2008,3,29,44,44,42,39,38,37,34,36,38,40,42,44,46,47,47,49,48,49,45,40,42,34,30,31
3,4836,2008,3,30,33,34,36,36,34,34,32,33,38,41,42,44,46,48,48,47,45,44,42,42,41,41,41,42
3,4837,2008,3,31,41,43,43,43,43,43,44,45,47,51,55,58,61,61,62,62,61,60,59,58,58,57,56,58
3,4838,2008,4,1,59,58,58,60,61,61,61,61,62,63,63,66,69,73,72,72,73,70,68,66,65,66,65,66
3,4839,2008,4,2,62,60,55,52,49,47,45,44,46,46,48,49,51,51,54,55,54,54,51,46,46,37,34,31
3,4840,2008,4,3,31,31,31,30,37,39,39,40,42,45,49,49,51,51,50,49,42,41,41,41,41,42,43,43
3,4841,2008,4,4,44,47,50,50,51,52,50,50,48,47,49,53,57,57,60,66,67,68,65,63,61,61,62,62
3,4842,2008,4,5,63,63,62,60,59,59,58,58,59,60,60,62,64,64,63,62,60,59,58,57,55,53,51,50
3,4843,2008,4,6,49,47,46,46,46,47,47,47,47,47,46,47,46,46,45,45,45,45,44,44,43,43,43,43
3,4844,2008,4,7,43,43,42,42,42,42,42,42,42,43,44,44,45,45,45,45,45,45,44,44,43,43,43,43
3,4845,2008,4,8,43,43,43,43,42,42,42,43,44,46,45,46,46,47,47,48,48,47,47,47,46,44,43,43
3,4846,2008,4,9,43,43,43,43,43,42,42,42,44,45,47,48,50,51,53,54,55,55,53,52,52,50,49,49
3,4847,2008,4,10,49,49,49,49,49,49,49,49,50,51,54,58,62,66,70,72,73,71,68,60,58,55,54,56
3,4848,2008,4,11,54,54,54,54,53,53,53,54,58,63,67,69,73,73,76,75,75,73,70,67,66,66,65,66
3,4849,2008,4,12,65,66,67,68,67,67,66,67,69,70,72,71,66,66,69,71,69,68,68,67,66,65,63,61
3,4850,2008,4,13,58,56,55,53,51,51,51,51,55,56,58,58,57,57,54,53,52,51,51,50,48,47,47,47
3,4851,2008,4,14,45,45,44,43,44,43,40,41,43,46,47,50,52,52,53,55,54,51,50,44,43,40,37,36
3,4852,2008,4,15,37,38,41,40,40,39,39,44,47,51,53,54,55,56,57,57,57,56,54,49,43,37,36,34
3,4853,2008,4,16,33,32,33,33,32,32,30,39,49,55,58,62,63,64,64,63,62,61,59,52,48,44,39,36
3,4854,2008,4,17,35,38,34,32,31,33,35,43,52,58,63,66,68,71,72,72,73,71,65,59,57,50,51,49
3,4855,2008,4,18,49,45,41,44,42,40,40,54,62,69,74,78,81,83,83,83,80,77,72,66,61,59,55,52
3,4856,2008,4,19,50,50,48,48,49,51,50,59,67,70,75,79,82,82,82,83,80,78,74,68,65,59,58,58
3,4857,2008,4,20,58,59,57,57,57,56,57,61,66,71,72,72,73,74,74,72,71,67,66,63,62,62,62,62
3,4858,2008,4,21,60,60,61,60,58,56,56,58,59,58,58,58,58,56,56,57,57,57,57,56,56,56,56,55
3,4859,2008,4,22,55,55,55,55,55,55,54,55,57,59,63,66,67,69,68,68,67,66,63,61,58,56,56,55
3,4860,2008,4,23,55,55,55,55,55,54,54,54,55,57,64,67,71,71,72,74,72,70,67,65,61,59,55,56
3,4861,2008,4,24,56,54,52,51,54,52,52,58,63,67,71,73,74,76,76,74,74,71,70,63,59,58,53,51
3,4862,2008,4,25,48,50,49,47,46,47,47,54,62,67,73,74,76,75,76,75,74,72,70,66,63,61,58,57
3,4863,2008,4,26,61,56,53,54,54,55,56,63,67,71,73,76,79,79,81,76,71,69,65,61,59,59,59,59
3,4864,2008,4,27,59,56,54,54,54,53,54,54,54,54,55,55,53,54,54,55,55,54,53,51,50,50,50,50
3,4865,2008,4,28,50,51,51,51,51,52,53,55,57,60,61,64,66,65,65,65,62,61,58,58,57,56,56,56
3,4866,2008,4,29,56,55,54,54,51,50,49,51,53,54,55,56,56,56,58,59,59,59,57,54,50,46,46,44
3,4867,2008,4,30,46,47,46,46,46,46,45,49,52,55,56,57,58,57,58,58,58,58,54,51,48,47,45,45
3,4868,2008,5,1,44,44,43,44,44,44,43,51,56,58,63,64,64,63,60,62,66,65,63,61,59,58,57,59
3,4869,2008,5,2,60,62,62,61,60,60,60,63,65,67,69,72,73,76,77,80,80,80,77,73,70,65,67,62
3,4870,2008,5,3,61,60,62,61,60,60,60,62,67,70,73,75,76,78,80,80,79,78,74,71,69,68,67,67
3,4871,2008,5,4,68,69,68,66,64,62,62,62,65,68,69,70,72,73,73,72,72,71,69,65,60,58,54,52
3,4872,2008,5,5,50,50,51,49,48,45,49,56,59,59,59,63,63,64,66,66,67,66,63,58,54,53,50,48
3,4873,2008,5,6,45,45,45,46,48,48,49,54,59,65,69,72,74,75,76,74,73,72,71,65,62,60,57,53
3,4874,2008,5,7,51,54,51,56,52,52,52,63,68,72,76,78,79,81,81,80,80,80,77,72,70,70,69,70
3,4875,2008,5,8,71,71,69,69,69,69,68,67,67,67,68,69,69,67,68,69,70,70,68,67,66,65,63,63
3,4876,2008,5,9,64,65,64,63,64,65,65,65,64,64,64,66,67,66,65,61,57,56,54,54,53,52,51,51
3,4877,2008,5,10,50,49,50,49,50,51,51,51,51,51,52,54,56,57,60,61,61,62,60,56,51,50,49,46
3,4878,2008,5,11,48,44,42,43,42,41,43,52,56,59,60,62,60,61,64,63,60,58,55,54,54,53,53,53
3,4879,2008,5,12,53,53,54,54,54,53,52,52,50,49,49,48,48,47,48,47,47,47,46,46,46,46,46,47
3,4880,2008,5,13,47,47,47,46,45,44,45,51,55,58,62,63,64,65,67,67,68,66,63,58,52,51,49,46
3,4881,2008,5,14,45,43,43,43,46,44,48,54,61,65,69,73,73,73,73,73,71,70,68,64,62,61,62,62
3,4882,2008,5,15,61,61,60,58,58,57,59,63,66,69,72,74,74,74,75,76,75,74,73,71,68,65,64,65
3,4883,2008,5,16,65,63,62,62,61,60,61,62,63,63,66,68,69,70,71,73,70,64,61,60,58,56,56,55
3,4884,2008,5,17,55,53,53,51,50,49,52,55,58,61,64,66,69,70,71,72,72,72,71,67,65,64,63,64
3,4885,2008,5,18,66,65,64,61,59,57,57,62,65,67,69,70,70,67,68,68,65,64,63,62,61,59,57,59
3,4886,2008,5,19,58,56,53,51,51,49,52,56,58,59,61,62,63,64,65,66,67,65,63,58,54,49,45,46
3,4887,2008,5,20,46,46,47,49,52,52,51,52,52,53,55,58,60,64,64,62,58,57,57,55,53,50,49,48
3,4888,2008,5,21,47,47,47,46,49,51,51,55,60,64,63,63,64,63,59,61,64,65,65,60,57,57,57,55
3,4889,2008,5,22,50,49,47,45,46,43,50,56,58,62,65,65,66,65,65,65,66,66,65,62,58,55,53,52
3,4890,2008,5,23,50,48,45,46,45,44,49,54,58,60,63,65,66,67,67,69,69,67,65,63,58,57,57,56
3,4891,2008,5,24,55,54,52,52,55,52,56,59,62,65,67,69,70,70,70,73,72,70,69,65,59,54,52,51
3,4892,2008,5,25,50,50,50,49,50,47,52,58,64,66,68,71,73,73,74,73,72,72,71,66,62,57,59,55
3,4893,2008,5,26,54,54,54,54,50,49,56,63,67,72,76,76,78,80,80,81,81,80,79,74,71,70,69,70
3,4894,2008,5,27,70,69,68,68,67,67,67,67,69,70,73,75,78,80,80,82,80,80,78,78,74,73,72,72
3,4895,2008,5,28,71,67,63,59,57,57,57,56,57,59,62,63,64,65,66,67,65,63,63,59,52,51,47,46
3,4896,2008,5,29,45,44,43,43,44,43,48,57,62,66,68,71,72,73,73,74,74,73,71,67,63,61,59,56
3,4897,2008,5,30,54,52,50,49,49,49,55,63,68,73,76,78,80,81,81,81,80,79,75,72,69,67,65,65
3,4898,2008,5,31,65,65,66,67,68,68,69,73,74,77,79,81,83,86,80,77,67,67,68,68,67,67,68,68
3,4899,2008,6,1,69,68,68,67,66,65,66,71,75,77,80,80,83,83,83,83,82,80,73,68,66,65,65,65
3,4900,2008,6,2,65,64,65,62,61,59,62,63,65,67,69,71,73,74,75,76,76,76,75,72,66,63,61,58
3,4901,2008,6,3,58,58,56,55,56,56,58,67,71,74,76,78,80,80,80,78,75,74,73,71,70,64,63,64
3,4902,2008,6,4,65,66,65,65,64,65,65,68,71,73,75,78,80,81,84,78,75,69,70,69,69,66,66,67
3,4903,2008,6,5,69,68,66,66,67,68,69,70,73,74,75,74,75,76,79,79,79,76,74,69,67,66,63,63
3,4904,2008,6,6,62,62,62,61,60,60,62,65,67,70,71,74,77,79,82,82,80,80,77,75,73,71,70,70
3,4905,2008,6,7,71,70,70,69,69,69,71,72,75,80,84,88,90,92,94,95,95,93,91,86,81,78,80,79
3,4906,2008,6,8,78,77,77,74,74,74,74,79,83,86,89,92,92,93,94,93,93,91,89,87,83,81,80,77
3,4907,2008,6,9,75,77,77,75,74,72,74,82,85,87,90,92,92,94,94,94,94,92,90,87,83,81,76,74
3,4908,2008,6,10,74,74,72,72,72,71,76,82,86,89,91,93,95,96,96,96,96,94,92,88,84,80,79,77
3,4909,2008,6,11,76,75,73,73,73,73,73,74,75,78,79,82,83,83,85,84,85,85,83,78,72,70,69,65
3,4910,2008,6,12,63,67,63,61,61,60,66,74,79,83,85,86,87,89,88,87,85,84,81,80,75,71,68,68
3,4911,2008,6,13,64,64,63,62,61,61,65,72,77,80,82,83,85,85,84,84,84,82,80,76,71,69,67,69
3,4912,2008,6,14,67,66,69,68,68,67,70,74,78,82,83,85,87,88,89,88,89,86,83,80,75,71,71,71
3,4913,2008,6,15,70,69,70,69,70,71,71,72,74,75,76,78,80,82,83,83,84,84,81,80,76,69,67,66
3,4914,2008,6,16,65,65,63,62,63,59,66,73,78,82,83,84,84,86,87,87,84,75,65,65,65,64,63,63
3,4915,2008,6,17,65,67,65,63,63,64,65,70,73,74,76,77,80,80,78,78,78,76,73,72,69,65,63,62
3,4916,2008,6,18,58,58,54,54,53,51,56,66,71,73,74,75,76,77,76,76,77,76,75,73,63,64,62,62
3,4917,2008,6,19,60,58,58,55,53,52,58,64,66,69,71,73,74,75,75,76,75,75,74,70,66,64,63,65
3,4918,2008,6,20,65,62,59,59,58,56,61,66,71,73,75,78,79,81,82,82,81,80,77,74,70,68,68,67
3,4919,2008,6,21,64,66,68,71,69,67,65,71,74,78,79,81,83,84,85,85,85,83,78,77,73,67,71,69
3,4920,2008,6,22,69,66,63,64,65,64,67,72,74,76,79,80,82,83,83,84,81,79,78,77,74,72,71,70
3,4921,2008,6,23,69,66,66,68,69,69,71,73,75,76,77,79,80,82,83,84,83,83,81,76,66,69,64,64
3,4922,2008,6,24,64,64,64,63,63,61,65,67,69,73,74,77,79,79,80,73,81,80,80,77,73,69,64,63
3,4923,2008,6,25,61,60,59,60,58,59,63,71,76,78,81,82,83,85,85,85,85,82,80,79,78,73,70,69
3,4924,2008,6,26,67,69,69,68,67,68,71,74,79,83,85,87,89,90,91,90,91,90,88,85,80,75,71,73
3,4925,2008,6,27,72,71,72,71,74,74,75,78,79,83,87,88,89,90,89,83,85,87,83,76,75,76,75,73
3,4926,2008,6,28,73,74,73,73,70,70,72,76,80,82,83,86,88,89,91,89,89,91,89,86,79,80,78,77
3,4927,2008,6,29,77,75,75,75,75,75,75,79,82,83,85,85,85,87,88,89,88,87,87,84,83,79,79,76
3,4928,2008,6,30,77,76,76,75,75,74,,,,,,,,,,,,,,,,,,
4,4929,2004,1,1,45,43,41,37,33,32,30,29,30,41,49,54,58,59,60,60,57,51,46,43,40,37,39,42
4,4930,2004,1,2,42,44,45,45,46,46,48,48,49,50,53,55,57,58,60,62,61,54,50,46,48,48,48,48
4,4931,2004,1,3,48,48,47,49,49,49,49,49,50,53,59,63,70,72,73,73,72,68,65,63,62,62,62,62
4,4932,2004,1,4,62,62,61,61,61,61,61,61,61,63,65,70,73,76,74,74,72,71,68,66,64,63,64,65
4,4933,2004,1,5,66,66,65,65,65,65,65,65,65,69,70,71,71,70,71,71,72,70,64,63,61,61,58,51
4,4934,2004,1,6,50,50,49,47,45,45,44,42,40,42,44,45,47,48,48,48,47,44,41,40,39,37,35,33
4,4935,2004,1,7,30,29,28,27,25,24,23,22,22,25,27,29,31,33,34,35,34,32,31,30,29,28,27,27
4,4936,2004,1,8,25,26,25,22,20,23,23,19,22,29,33,35,36,38,38,38,38,37,35,35,35,32,31,30
4,4937,2004,1,9,30,31,32,32,32,32,32,32,31,31,32,32,33,33,34,34,33,32,32,32,31,31,31,31
4,4938,2004,1,10,29,27,26,24,22,22,21,19,19,19,20,21,23,24,25,25,24,23,20,18,19,18,17,16
4,4939,2004,1,11,14,13,12,12,12,12,12,11,12,17,22,25,26,28,29,30,31,29,28,28,28,27,27,27
4,4940,2004,1,12,28,29,30,31,31,31,32,33,33,36,41,46,49,54,56,57,57,54,50,48,45,41,38,35
4,4941,2004,1,13,31,30,29,28,28,28,28,26,29,39,46,52,55,58,58,59,58,56,51,50,49,45,42,37
